Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw-dropping,Longwinded,OK,Obnoxious,Persuasive,Unconvincing,talk_id,main_rating
381,5,29,392,27,0,52,289,501,3,48,3,3,2,1541,talk_id
33,16,604,103,9,535,12,226,157,23,71,6,290,24,1542,talk_id
50,8,66,164,6,224,195,297,50,10,31,3,188,76,1543,talk_id
22,9,16,145,2,39,72,93,58,25,25,11,26,34,1544,talk_id
83,7,151,426,35,185,464,696,533,19,24,21,77,16,1545,talk_id
80,17,72,135,575,269,322,297,24,40,93,52,331,134,1546,talk_id
300,3,15,280,12,203,36,262,65,6,20,4,124,4,1547,talk_id
465,0,7,138,157,46,26,366,17,5,20,3,53,9,1548,talk_id
785,12,74,515,35,116,43,1254,52,35,103,16,199,23,1549,talk_id
37,20,54,140,22,186,174,215,27,24,63,12,44,16,1550,talk_id
273,11,30,902,638,9,280,188,899,8,70,34,11,11,1551,talk_id
38,60,47,271,52,270,73,153,12,41,103,26,200,70,1552,talk_id
12,5,15,168,21,37,173,98,68,10,24,5,8,10,1553,talk_id
297,3,208,99,3,43,6,448,36,0,16,0,10,11,1554,talk_id
12,25,10,164,44,266,39,71,14,17,65,3,68,62,1555,talk_id
541,8,223,94,33,14,7,562,26,7,64,12,27,32,1556,talk_id
42,14,12,118,4,78,76,108,20,9,69,10,20,109,1557,talk_id
59,3,176,61,4,44,129,421,50,0,9,0,65,3,1558,talk_id
78,20,15,76,10,19,18,74,31,45,45,35,6,28,1559,talk_id
22,5,30,96,4,128,123,134,16,8,49,4,37,8,1560,talk_id
88,16,9,298,140,38,207,100,197,10,56,19,7,36,1561,talk_id
11,32,11,103,17,251,45,150,7,34,162,16,208,60,1562,talk_id
28,14,26,170,177,166,173,273,17,30,115,78,77,64,1563,talk_id
93,10,12,152,2,241,28,129,13,6,46,0,28,9,1564,talk_id
362,13,1481,742,27,588,119,1417,199,31,55,7,175,28,1565,talk_id
259,4,66,249,6,19,44,296,374,10,11,2,10,1,1566,talk_id
74,3,413,155,4,278,18,742,84,19,32,10,383,11,1567,talk_id
128,6,52,196,49,60,338,364,52,2,17,1,34,4,1568,talk_id
105,33,31,1134,422,2113,144,472,99,60,207,13,964,34,1569,Informative
11,5,9,269,86,166,157,70,188,6,19,20,24,17,1570,talk_id
111,0,195,46,2,36,23,358,19,5,22,2,49,16,1571,talk_id
124,10,11,502,523,284,117,339,100,14,50,7,56,11,1572,talk_id
697,68,888,3904,438,5248,510,4678,645,71,347,56,1994,230,1573,Informative
24,38,165,162,16,611,27,189,64,112,187,87,409,204,1574,talk_id
600,9,63,462,50,21,342,356,142,8,66,18,13,28,1575,talk_id
107,4,36,325,15,243,42,381,63,16,12,8,199,25,1576,talk_id
145,4,17,80,2,49,54,125,10,5,18,6,6,4,1577,talk_id
125,0,79,86,67,43,12,287,17,7,19,0,23,0,1578,talk_id
7,2,17,43,4,240,18,55,8,12,30,0,142,20,1579,talk_id
146,79,84,1660,1864,411,714,221,1873,35,143,19,418,21,1580,Jaw-dropping
41,17,25,274,134,812,47,97,110,14,65,22,278,6,1581,talk_id
225,10,83,553,27,1128,29,589,144,19,54,21,719,13,1582,talk_id
46,12,0,196,3,165,155,49,60,7,34,1,20,10,1583,talk_id
52,12,59,511,7,334,473,396,200,10,41,11,297,37,1584,talk_id
6,9,32,58,4,81,68,153,20,45,35,19,157,98,1585,talk_id
34,24,382,1199,32,1369,99,273,289,58,145,46,552,46,1586,talk_id
52,12,50,258,179,329,154,514,19,25,46,6,347,10,1587,talk_id
49,23,12,68,17,241,45,187,2,59,171,1,270,36,1588,talk_id
55,12,37,470,54,660,118,199,59,60,64,13,273,33,1589,talk_id
740,21,2309,124,5,535,32,1455,122,62,110,18,364,54,1590,Courageous
90,19,42,625,36,495,163,325,71,69,100,42,182,171,1591,talk_id
76,27,25,213,6,221,17,108,33,58,91,31,43,90,1592,talk_id
153,16,224,580,1717,549,814,760,73,43,104,94,248,80,1593,Funny
438,4,3,256,21,79,116,131,78,42,123,11,5,33,1594,talk_id
28,30,48,53,4,171,18,162,8,26,106,15,140,75,1595,talk_id
17,26,55,75,6,252,45,416,9,99,89,33,290,216,1596,talk_id
89,13,127,166,9,277,57,441,42,20,33,3,482,59,1597,talk_id
40,2,41,148,49,207,172,289,26,4,17,0,182,11,1598,talk_id
13,6,52,49,4,189,17,91,5,3,37,9,100,38,1599,talk_id
23,2,98,181,10,198,195,275,40,8,16,1,229,10,1600,talk_id
7,6,4,74,17,104,47,54,7,19,52,12,22,37,1601,talk_id
19,9,21,92,55,310,33,243,15,12,41,10,272,19,1602,talk_id
152,7,169,29,8,19,12,214,7,25,45,6,32,28,1603,talk_id
219,4,43,559,16,279,178,305,131,13,36,5,32,13,1604,talk_id
6,20,74,205,20,632,44,97,99,22,42,10,336,16,1605,talk_id
197,56,41,233,656,63,255,265,43,14,87,11,45,45,1606,talk_id
14,0,44,41,3,184,21,283,10,7,32,14,231,17,1607,talk_id
12,7,13,66,3,180,14,95,11,9,58,12,97,56,1608,talk_id
265,27,63,328,301,157,116,204,26,48,109,21,109,73,1609,talk_id
63,29,7,443,14,318,59,84,108,18,58,4,43,12,1610,talk_id
70,6,14,78,3,70,105,166,13,4,52,3,29,13,1611,talk_id
21,32,61,121,11,261,37,109,27,41,53,36,281,141,1612,talk_id
1,5,3,74,0,182,57,29,23,12,24,2,84,5,1613,talk_id
111,52,36,139,2,83,27,295,19,63,90,17,178,83,1614,talk_id
71,7,85,151,3,157,5,121,28,10,39,17,40,28,1615,talk_id
145,23,93,161,33,109,63,353,15,36,159,17,38,44,1616,talk_id
3,6,193,364,8,833,63,50,156,16,40,14,327,9,1617,talk_id
97,10,67,90,5,297,19,277,9,26,120,16,180,28,1618,talk_id
50,3,51,245,0,82,186,316,241,5,18,18,29,9,1619,talk_id
15,10,431,145,11,702,36,196,154,31,52,42,495,47,1620,talk_id
451,20,34,1050,234,898,243,796,115,17,194,37,125,34,1621,talk_id
51,28,132,175,9,434,48,281,47,27,59,26,413,101,1622,talk_id
116,3,108,71,51,69,26,331,6,3,22,2,58,12,1623,talk_id
51,2,100,67,6,151,33,317,10,1,72,2,139,19,1624,talk_id
4,4,30,56,1,119,28,141,13,6,24,4,148,2,1625,talk_id
41,6,17,82,398,23,77,96,7,6,66,21,19,22,1626,talk_id
10,0,10,99,8,121,115,108,9,2,5,0,56,0,1627,talk_id
36,3,23,150,3,182,129,71,72,1,18,3,52,12,1628,talk_id
67,3,114,151,27,56,105,312,112,5,13,6,24,3,1629,talk_id
9,3,37,148,2,118,229,182,68,4,22,2,81,16,1630,talk_id
41,13,10,225,229,566,64,195,10,29,127,1,155,35,1631,talk_id
16,4,25,68,5,225,19,97,5,76,52,16,100,24,1632,talk_id
115,37,40,1362,96,1404,370,274,270,56,85,25,476,107,1633,talk_id
1732,19,211,418,27,219,101,3065,62,111,168,22,662,69,1634,Inspiring
13,5,20,40,3,84,86,102,15,5,21,1,97,7,1635,talk_id
33,3,7,418,9,219,355,161,274,8,31,13,39,6,1636,talk_id
249,21,338,75,180,151,55,773,12,5,116,27,442,69,1637,talk_id
18,2,18,77,13,64,145,152,18,3,58,3,16,10,1638,talk_id
37,5,83,135,8,202,162,396,30,11,31,14,302,58,1639,talk_id
553,7,100,205,75,68,8,776,36,6,81,5,61,8,1640,talk_id
193,3,114,136,20,48,174,521,38,7,30,3,49,1,1641,talk_id
93,1,21,144,1,84,2,66,23,4,28,7,9,6,1642,talk_id
239,11,163,422,33,250,127,664,46,63,154,34,270,190,1643,talk_id
14,16,36,168,19,515,20,74,22,40,114,11,84,25,1644,talk_id
5,9,27,12,3,83,8,47,3,16,46,11,24,50,1645,talk_id
12,7,9,130,1,286,53,135,12,31,60,7,63,68,1646,talk_id
1710,34,3178,1253,142,2227,171,4031,282,112,145,30,442,30,1647,Inspiring
29,4,20,53,1,95,108,164,19,2,28,8,20,1,1648,talk_id
96,21,111,578,96,1103,87,846,238,37,138,40,663,131,1649,talk_id
224,10,949,371,206,46,16,1947,377,50,70,22,218,19,1650,Inspiring
5,1,54,70,113,144,72,311,16,22,27,9,106,5,1651,talk_id
1107,5,2111,580,2779,175,97,3420,269,14,50,22,180,9,1652,Inspiring
245,26,135,79,41,124,21,470,11,33,82,33,160,103,1653,talk_id
9,4,43,117,13,190,808,112,46,2,20,2,368,10,1654,talk_id
128,42,168,352,65,1838,70,1026,48,53,215,30,835,206,1655,Informative
23,11,16,97,2,100,95,57,25,19,50,1,16,32,1656,talk_id
211,6,10,229,11,47,224,164,47,3,58,11,14,39,1657,talk_id
31,7,44,46,5,154,25,222,6,17,133,27,129,101,1658,talk_id
28,1,17,356,6,257,453,211,154,11,23,4,101,1,1659,talk_id
31,8,179,38,15,92,12,453,12,22,30,23,124,34,1660,talk_id
64,20,21,59,125,53,26,118,4,18,68,19,33,25,1661,talk_id
123,4,24,630,239,113,388,327,150,10,44,1,65,21,1662,talk_id
94,30,287,155,24,449,25,250,29,80,114,37,203,94,1663,talk_id
14,11,22,59,3,185,10,105,18,9,20,6,109,34,1664,talk_id
85,92,241,703,116,991,383,1368,101,38,162,16,953,65,1665,talk_id
87,13,348,50,596,55,68,381,20,15,99,17,40,27,1666,talk_id
39,3,25,284,76,338,167,483,16,12,45,6,223,20,1667,talk_id
13,8,51,119,5,359,131,122,15,16,43,2,248,25,1668,talk_id
42,12,158,46,44,35,26,283,13,11,79,66,63,24,1669,talk_id
43,6,0,252,23,293,61,59,11,23,71,2,53,34,1670,talk_id
179,7,79,157,34,41,68,551,74,9,42,29,34,29,1671,talk_id
38,1,240,41,0,110,6,240,14,4,30,9,88,11,1672,talk_id
11,1,8,84,14,136,93,52,16,9,29,4,9,10,1673,talk_id
13,15,21,53,8,93,33,94,4,25,60,18,27,51,1674,talk_id
29,188,32,465,7,453,266,192,118,145,164,48,105,366,1675,talk_id
158,8,4,322,438,24,282,164,25,9,46,4,7,28,1676,talk_id
20,17,81,66,6,251,32,206,10,26,31,6,263,35,1677,talk_id
42,10,44,189,43,607,82,339,38,43,38,7,341,27,1678,talk_id
8,10,13,35,18,246,18,157,8,13,51,4,162,24,1679,talk_id
160,1,17,162,8,96,136,236,72,5,37,3,26,3,1680,talk_id
472,101,72,367,527,207,177,646,26,51,289,38,250,148,1681,talk_id
19,8,8,130,8,186,133,61,22,12,44,13,17,5,1682,talk_id
64,42,160,199,18,839,98,1131,14,147,658,21,465,193,1683,talk_id
95,28,288,505,226,798,87,246,59,17,87,28,498,101,1684,talk_id
491,16,986,124,316,99,33,1222,29,32,86,38,329,56,1685,talk_id
88,2,25,318,4,352,121,430,135,6,22,8,94,6,1686,talk_id
10,14,20,59,20,197,82,215,6,13,64,23,94,45,1687,talk_id
12,18,69,113,15,102,68,84,13,21,46,33,104,148,1688,talk_id
161,27,45,366,34,388,82,382,22,9,186,8,105,27,1689,talk_id
20,13,127,103,2,471,71,138,26,22,86,8,198,107,1690,talk_id
32,9,40,207,14,139,77,106,176,12,33,5,28,15,1691,talk_id
19,59,18,227,9,542,73,192,10,58,48,13,100,45,1692,talk_id
10,5,122,85,10,570,11,40,87,4,54,7,152,14,1693,talk_id
19,50,6,54,29,40,33,15,10,9,148,31,2,108,1694,talk_id
152,5,58,749,63,450,1657,953,639,18,50,9,113,15,1695,talk_id
113,28,36,463,24,438,405,514,64,17,49,7,52,31,1696,talk_id
221,20,299,87,15,208,31,660,14,33,127,24,298,105,1697,talk_id
128,18,46,265,167,457,121,395,31,19,166,42,111,66,1698,talk_id
51,18,35,397,609,562,45,40,36,23,142,30,17,24,1699,talk_id
78,42,37,190,56,258,77,220,27,51,90,38,248,33,1700,talk_id
36,8,48,220,16,328,37,223,19,14,75,3,171,24,1701,talk_id
80,21,1844,285,33,1361,75,1208,199,30,65,31,446,59,1702,Courageous
754,13,804,1176,185,489,57,2714,301,38,137,5,184,19,1703,Inspiring
20,11,207,39,12,274,17,200,79,16,70,10,179,31,1704,talk_id
14,103,75,35,39,279,6,21,12,96,80,150,61,655,1705,talk_id
46,24,87,415,24,684,89,677,34,47,187,17,69,39,1706,talk_id
900,16,920,212,25,239,14,1538,70,22,75,19,124,32,1707,talk_id
106,9,31,260,27,254,97,437,32,64,75,11,90,40,1708,talk_id
81,10,16,1831,965,1031,274,155,455,5,132,8,106,6,1709,Fascinating
12,8,8,165,167,454,40,20,14,72,159,38,64,72,1710,talk_id
1909,14,705,1597,35,775,1105,2836,789,11,121,10,129,12,1711,Inspiring
700,23,968,125,23,234,17,683,45,16,107,31,81,46,1712,talk_id
28,47,15,12,179,8,23,28,3,26,53,29,13,38,1713,talk_id
276,88,40,801,28,516,66,212,160,16,188,17,42,141,1714,talk_id
251,7,138,375,42,380,45,955,54,18,64,42,173,12,1715,talk_id
49,19,72,340,46,1133,81,120,73,47,194,22,273,44,1716,talk_id
95,4,191,31,6,106,32,532,11,23,66,10,253,42,1717,talk_id
275,10,113,243,19,372,57,750,5,31,130,18,151,5,1718,talk_id
260,20,107,226,69,376,109,1011,51,35,204,42,490,121,1719,talk_id
2341,9,52,2591,20,977,201,1139,704,30,97,15,31,35,1720,Fascinating
77,3,43,57,13,157,89,169,6,3,33,0,31,1,1721,talk_id
220,7,295,44,9,18,1,348,16,17,24,12,22,12,1722,talk_id
356,59,121,383,9,169,49,829,20,50,311,35,201,183,1723,talk_id
214,29,179,192,104,297,62,610,15,135,245,50,276,97,1724,talk_id
91,15,117,135,1,345,22,216,14,6,25,16,128,19,1725,talk_id
45,2,10,356,8,333,235,259,94,8,61,6,37,14,1726,talk_id
59,15,9,138,21,376,60,84,5,56,123,8,8,19,1727,talk_id
196,27,64,187,8,167,49,637,18,75,166,16,161,22,1728,talk_id
57,8,41,228,19,373,291,222,38,19,34,6,75,22,1729,talk_id
27,21,30,321,27,444,396,107,50,27,57,15,118,14,1730,talk_id
45,19,15,328,33,141,387,232,87,3,60,0,22,18,1731,talk_id
893,11,616,311,165,251,77,2957,35,47,232,17,408,60,1732,Inspiring
58,14,29,358,12,1038,38,233,12,26,106,39,203,113,1733,talk_id
44,3,61,1387,116,1435,217,403,211,24,109,17,293,35,1734,talk_id
56,7,71,201,22,244,355,373,94,2,33,4,48,3,1735,talk_id
59,19,31,194,1,510,46,113,27,24,59,17,244,16,1736,talk_id
141,43,82,101,483,32,141,135,48,73,121,60,9,38,1737,talk_id
379,17,1084,137,32,479,39,1285,20,25,66,22,475,26,1738,talk_id
87,31,14,182,518,79,147,83,67,29,189,49,23,123,1739,talk_id
9,16,105,69,13,190,15,129,4,3,50,6,124,29,1740,talk_id
169,47,16,419,1129,505,430,156,60,42,172,20,14,26,1741,talk_id
309,24,14,279,167,211,158,238,32,43,129,31,42,53,1742,talk_id
11,17,162,161,14,529,73,68,170,33,74,6,278,17,1743,talk_id
36,20,8,206,7,322,79,72,16,20,75,6,43,34,1744,talk_id
392,12,1006,269,28,703,12,1488,85,21,94,7,362,27,1745,talk_id
14,6,17,262,11,496,20,41,9,32,93,10,85,6,1746,talk_id
701,16,29,482,548,50,196,283,169,24,112,17,16,39,1747,talk_id
1149,20,789,1293,50,1825,645,8569,154,45,190,24,1734,81,1748,Inspiring
22,7,22,88,17,390,27,158,8,14,69,3,168,8,1749,talk_id
2023,35,1546,296,174,221,84,2677,111,85,115,38,178,53,1750,Inspiring
23,20,11,99,22,223,36,101,11,25,112,86,68,131,1751,talk_id
81,5,254,50,6,160,14,311,17,9,30,24,58,13,1752,talk_id
174,9,357,305,9,551,16,496,233,21,45,15,127,14,1753,talk_id
90,6,17,104,39,312,45,167,2,17,64,6,150,13,1754,talk_id
156,19,123,199,9,268,8,221,10,9,179,33,46,92,1755,talk_id
13,5,24,85,12,174,80,97,8,14,16,3,46,8,1756,talk_id
688,7,145,262,38,112,33,867,25,18,67,16,24,13,1757,talk_id
31,36,23,399,24,475,151,222,180,27,119,10,58,63,1758,talk_id
149,58,44,1017,259,1415,200,825,45,26,329,16,555,45,1759,talk_id
246,25,11,190,31,91,27,138,11,43,121,32,67,49,1760,talk_id
82,2,7,264,74,171,150,96,41,4,29,6,23,2,1761,talk_id
65,15,67,58,3,149,11,212,2,11,34,9,62,9,1762,talk_id
318,6,247,300,815,793,251,432,48,15,65,12,578,14,1763,talk_id
161,38,243,434,75,817,110,604,27,30,188,12,404,33,1764,talk_id
30,2,367,64,9,463,4,231,108,5,29,19,214,22,1765,talk_id
51,10,111,120,96,117,107,540,9,18,60,10,116,21,1766,talk_id
34,11,4,216,230,136,47,87,10,8,49,6,25,13,1767,talk_id
20,172,31,109,79,169,65,38,5,121,133,35,75,329,1768,talk_id
53,8,20,407,361,612,78,180,8,14,65,8,204,13,1769,talk_id
446,142,463,1050,101,1721,477,2867,80,264,311,55,1233,267,1770,Inspiring
699,160,437,488,504,337,444,862,126,91,219,304,234,229,1771,talk_id
220,28,6,60,360,25,98,80,5,15,137,36,7,37,1772,talk_id
164,4,635,144,24,192,6,849,22,7,58,12,127,12,1773,talk_id
37,29,8,113,87,615,45,56,8,115,174,25,117,51,1774,talk_id
38,11,56,101,58,429,44,143,5,36,100,20,258,59,1775,talk_id
209,8,5,211,48,95,163,254,24,11,46,5,7,8,1776,talk_id
735,49,270,1801,810,5167,697,4133,152,48,650,43,2678,153,1777,Informative
13,37,6,176,31,193,147,41,29,52,63,52,17,82,1778,talk_id
227,2,6,282,38,283,9,34,17,18,42,4,17,10,1779,talk_id
3701,49,377,1074,114,1311,328,6390,398,86,262,63,869,235,1780,Inspiring
42,36,58,170,35,317,23,165,16,35,79,12,221,41,1781,talk_id
254,11,605,175,27,359,20,872,54,20,40,11,134,25,1782,talk_id
87,30,75,354,25,545,195,1267,17,22,125,10,293,21,1783,talk_id
23,31,42,333,36,347,111,495,70,43,67,25,86,23,1784,talk_id
55,89,55,134,28,277,40,257,23,57,154,18,134,93,1785,talk_id
106,14,550,55,3,383,9,479,17,13,27,13,163,45,1786,talk_id
87,56,15,499,201,138,281,115,191,31,102,58,50,156,1787,talk_id
83,83,84,861,16,373,142,252,46,216,280,22,118,180,1788,talk_id
15,2,33,402,41,501,503,365,50,3,15,9,83,18,1789,talk_id
101,12,6,96,32,13,116,57,16,6,98,12,2,14,1790,talk_id
138,2,0,414,29,308,71,114,61,15,36,5,11,12,1791,talk_id
1075,80,154,376,1812,140,263,678,58,65,360,72,68,136,1792,Funny
184,9,90,129,8,241,159,523,22,7,77,5,66,15,1793,talk_id
91,12,20,259,36,923,46,443,8,87,200,64,158,138,1794,talk_id
3,2,81,124,5,271,5,48,21,18,18,3,50,12,1795,talk_id
43,1,8,168,18,209,105,111,13,0,38,0,24,0,1796,talk_id
770,4,856,159,242,131,23,1162,43,10,50,3,25,9,1797,talk_id
27,10,30,101,346,479,69,190,17,26,59,18,257,24,1798,talk_id
65,14,772,307,8,820,194,718,128,43,65,45,1043,90,1799,talk_id
42,1,92,86,4,228,50,312,6,0,41,4,123,1,1800,talk_id
57,33,64,136,15,302,137,647,20,99,88,28,355,63,1801,talk_id
1544,45,1355,367,27,231,149,3182,197,31,195,48,592,58,1802,Inspiring
7,32,23,38,10,174,17,129,6,14,132,18,44,29,1803,talk_id
59,3,78,33,19,97,59,184,4,9,75,4,21,4,1804,talk_id
454,10,27,84,205,57,57,504,11,6,44,24,78,13,1805,talk_id
342,12,30,344,158,454,21,394,8,30,48,12,99,19,1806,talk_id
60,5,52,56,9,113,11,73,14,14,94,7,18,17,1807,talk_id
24,19,42,142,13,257,39,150,10,29,137,11,133,68,1808,talk_id
38,3,24,54,4,153,107,154,13,5,13,8,45,17,1809,talk_id
38,3,432,10,7,142,9,291,45,5,57,5,85,13,1810,talk_id
38,2,101,46,143,317,93,271,4,6,140,13,400,25,1811,talk_id
37,16,18,42,815,135,87,80,6,37,146,114,160,67,1812,talk_id
77,136,52,438,311,232,123,208,42,109,170,72,77,301,1813,talk_id
697,12,401,295,639,79,131,1154,14,21,175,14,108,74,1814,talk_id
94,12,33,245,3,333,385,691,88,6,33,3,128,7,1815,talk_id
105,26,160,47,35,31,8,75,6,32,40,4,6,11,1816,talk_id
1366,36,2274,456,20,251,17,2770,167,14,109,29,414,44,1817,Inspiring
133,2,43,134,13,52,170,179,15,2,78,5,37,16,1818,talk_id
80,21,43,468,696,1244,245,549,57,21,231,26,381,71,1819,talk_id
262,26,119,60,310,49,64,181,3,18,100,24,21,74,1820,talk_id
23,1,83,163,4,563,74,429,12,23,42,1,269,7,1821,talk_id
75,9,7,199,4,275,21,146,34,22,40,2,24,8,1822,talk_id
545,6,34,231,1155,63,317,864,12,18,49,8,52,3,1823,talk_id
342,21,65,320,18,423,236,479,47,24,155,26,126,29,1824,talk_id
57,8,14,163,1,163,12,114,33,23,13,3,66,6,1825,talk_id
51,1,27,29,5,230,17,200,11,49,34,3,205,8,1826,talk_id
21,12,13,234,8,620,38,203,22,58,89,30,126,34,1827,talk_id
297,30,875,80,16,257,8,515,43,7,108,11,48,51,1828,talk_id
891,9,455,362,10,393,22,1146,85,17,134,72,116,47,1829,talk_id
176,2,18,362,29,429,247,300,27,9,107,7,84,32,1830,talk_id
27,1,20,50,38,264,39,106,22,1,10,8,149,1,1831,talk_id
147,60,66,116,16,898,58,545,17,103,150,27,304,178,1832,talk_id
70,16,72,130,6,220,26,290,41,5,31,10,97,65,1833,talk_id
138,1,17,488,10,512,83,133,49,12,38,3,67,16,1834,talk_id
573,0,41,153,18,21,39,243,54,1,45,8,24,2,1835,talk_id
13,62,21,169,7,349,27,56,18,34,53,20,109,22,1836,talk_id
906,20,398,192,18,499,37,1516,58,48,139,29,400,66,1837,talk_id
68,12,317,172,15,262,165,719,24,16,44,10,250,39,1838,talk_id
57,11,117,157,9,420,16,462,29,7,20,3,96,6,1839,talk_id
111,37,1076,395,36,1424,78,770,75,49,198,29,1169,62,1840,talk_id
251,22,32,1626,29,2599,374,303,147,24,194,7,431,8,1841,Informative
53,10,60,52,21,290,25,241,12,30,126,6,183,11,1842,talk_id
61,6,69,473,18,522,626,850,282,1,48,2,86,6,1843,talk_id
99,5,209,109,6,231,6,454,13,18,39,12,168,15,1844,talk_id
337,6,226,88,4,37,6,434,20,16,28,10,12,12,1845,talk_id
84,41,34,129,28,290,34,147,11,33,100,15,131,37,1846,talk_id
58,3,122,85,9,188,28,410,14,9,51,10,98,24,1847,talk_id
46,5,34,73,16,297,67,236,5,7,83,7,168,43,1848,talk_id
237,3,37,252,11,155,22,183,29,12,97,6,28,22,1849,talk_id
50,10,23,224,934,234,199,141,27,19,75,11,25,22,1850,talk_id
90,7,657,153,6,302,13,648,140,19,28,19,129,18,1851,talk_id
27,9,4,79,27,121,75,41,5,9,114,2,19,26,1852,talk_id
588,8,12,187,13,54,15,303,21,6,55,9,49,30,1853,talk_id
196,8,178,44,40,66,20,326,4,45,66,9,113,9,1854,talk_id
32,34,23,146,21,274,60,206,13,35,146,20,120,60,1855,talk_id
77,10,83,113,12,259,15,325,3,11,51,5,121,22,1856,talk_id
37,8,8,128,9,267,15,113,6,33,59,8,101,14,1857,talk_id
177,28,115,152,49,273,53,783,8,31,218,7,200,46,1858,talk_id
83,16,58,188,15,274,418,691,55,6,46,0,122,5,1859,talk_id
427,3,80,198,117,65,151,612,25,3,46,3,48,1,1860,talk_id
14,11,17,80,7,420,13,52,12,15,52,5,146,13,1861,talk_id
35,11,55,234,39,564,166,376,13,8,45,13,301,13,1862,talk_id
40,19,422,647,40,812,80,476,36,32,80,40,832,98,1863,talk_id
354,28,1040,239,9,547,49,733,30,24,70,123,437,71,1864,talk_id
120,19,19,83,17,39,21,114,22,24,49,16,10,27,1865,talk_id
60,14,19,53,648,254,98,208,6,18,254,14,176,16,1866,talk_id
179,7,66,380,8,385,305,390,185,0,38,6,34,6,1867,talk_id
174,7,179,69,2,89,2,463,50,27,31,11,24,9,1868,talk_id
35,2,26,586,8,411,808,192,443,4,50,2,68,38,1869,talk_id
469,21,746,269,184,432,40,1020,53,42,77,15,87,46,1870,talk_id
147,10,160,550,11,647,20,524,38,9,26,20,187,18,1871,talk_id
55,39,35,257,31,839,48,587,27,100,300,31,278,208,1872,talk_id
903,18,70,361,15,207,62,1523,17,73,142,15,429,43,1873,talk_id
29,23,474,127,1,259,58,294,34,15,44,19,101,55,1874,talk_id
104,3,177,135,21,33,5,233,44,11,29,4,3,5,1875,talk_id
132,11,23,174,186,811,23,390,110,14,79,6,315,28,1876,talk_id
140,16,231,524,25,669,127,538,36,98,109,11,220,29,1877,talk_id
423,31,17,105,5,1,56,89,50,57,92,26,6,38,1878,talk_id
211,7,126,95,6,100,74,337,20,7,13,0,46,15,1879,talk_id
146,18,122,24,4,109,4,68,15,13,33,21,24,44,1880,talk_id
405,5,78,657,701,164,428,377,86,23,50,4,39,10,1881,talk_id
10,17,173,151,6,968,33,23,145,16,125,56,181,180,1882,talk_id
21,32,6,81,14,186,25,65,4,3,97,5,31,41,1883,talk_id
493,31,439,93,47,212,31,649,31,31,39,57,412,99,1884,talk_id
61,17,11,652,14,748,144,191,365,27,60,9,163,26,1885,talk_id
904,44,215,635,39,1612,262,3079,105,117,344,74,847,87,1886,Inspiring
23,18,150,37,14,205,45,153,10,23,70,8,43,27,1887,talk_id
146,0,128,99,65,114,103,244,13,4,54,1,27,16,1888,talk_id
78,9,20,150,578,225,107,295,12,10,102,11,70,27,1889,talk_id
128,8,17,890,195,366,986,605,922,15,60,4,18,3,1890,talk_id
137,8,20,101,21,369,6,221,17,9,53,4,143,10,1891,talk_id
492,2,21,327,87,198,279,774,10,8,83,3,154,20,1892,talk_id
233,17,193,83,44,116,53,521,11,1,89,16,105,17,1893,talk_id
10,1,136,77,0,152,10,82,39,6,57,0,20,1,1894,talk_id
24,4,24,27,14,214,6,135,11,15,29,4,90,6,1895,talk_id
36,6,36,256,16,413,303,409,23,33,63,1,127,32,1896,talk_id
102,8,103,69,16,80,2,236,40,18,22,12,64,18,1897,talk_id
45,10,80,185,26,184,231,227,169,8,41,2,135,20,1898,talk_id
311,1,118,62,3,17,10,291,14,6,16,3,19,7,1899,talk_id
327,6,89,197,59,340,37,904,12,5,44,5,228,12,1900,talk_id
21,3,3,231,12,276,168,154,57,14,48,5,14,27,1901,talk_id
27,7,52,38,33,121,30,166,16,1,60,2,54,2,1902,talk_id
638,17,1185,73,16,169,7,845,10,39,177,75,137,89,1903,talk_id
127,8,48,484,15,251,190,479,241,54,32,9,21,17,1904,talk_id
30,40,64,154,7,150,28,276,8,34,37,6,161,15,1905,talk_id
69,2,629,35,120,327,8,342,98,16,11,8,164,6,1906,talk_id
247,39,206,87,59,154,29,382,11,16,79,33,37,84,1907,talk_id
37,19,31,86,23,202,16,179,4,31,173,19,138,23,1908,talk_id
8,3,22,23,3,176,4,61,5,12,16,3,44,8,1909,talk_id
32,100,19,254,140,778,45,50,11,109,270,97,167,191,1910,talk_id
33,10,18,397,169,722,421,490,36,31,140,2,241,42,1911,talk_id
361,6,8,362,11,61,207,196,78,8,41,22,12,12,1912,talk_id
63,10,7,180,8,228,50,66,11,6,83,3,36,37,1913,talk_id
195,31,579,1002,311,252,729,2776,181,19,59,4,358,18,1914,Inspiring
83,4,43,141,17,220,415,415,19,14,90,5,51,12,1915,talk_id
285,39,38,793,1156,844,276,307,34,44,218,34,201,129,1916,talk_id
1406,12,637,1530,325,4288,316,13398,354,35,129,13,1950,17,1917,Inspiring
181,21,498,865,13,2557,317,1343,681,20,47,12,908,25,1918,Informative
158,4,156,60,25,198,9,323,5,13,58,4,24,6,1919,talk_id
17,16,47,70,21,143,23,70,5,8,109,4,9,28,1920,talk_id
149,4,388,51,22,169,7,655,39,8,43,6,154,12,1921,talk_id
43,17,12,772,18,856,167,138,244,8,41,5,156,8,1922,talk_id
